medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,date
6483B9BFCB216EC88986EA3AB13064E7,0B0E0B65B944F952040BF786D9658FA6,2013-01-01T00:37:00.000+01:00,2013-01-01T00:38:00.000+01:00,60,0.0,0.0,0.0,0.0,0.0,CSH,2.5,0.5,0.5,0.0,0.0,3.5,6.0
A32F4B12D699E84231D390AB0CEB4D52,453431ED907BD27018384E8D478FC67F,2013-01-01T00:36:00.000+01:00,2013-01-01T00:38:00.000+01:00,120,0.7,-73.959839,40.773731,-73.966278,40.764915,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
C4E330442F8FA5BA2F38227E17E443E6,E9611A1B2A1333EF890949BB1A9A604F,2013-01-01T00:36:00.000+01:00,2013-01-01T00:38:00.000+01:00,120,0.26,-73.967049,40.761086,-73.970963,40.763279,CRD,3.5,0.5,0.5,0.8,0.0,5.3,6.0
EB1AA964B5735CC09BF9CD44A25DF500,C17C29B35C998B59D9A49005E8CB158A,2013-01-01T00:37:00.000+01:00,2013-01-01T00:38:00.000+01:00,60,0.62,-73.965874,40.7742,-73.965874,40.7742,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
03A6307BA4258D12260DFC2E74CEA7B4,87A4EA2ACB2B961B22B29FE50A2F8143,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,0.55,-73.958588,40.778145,-73.95597099999999,40.784855,CRD,4.0,0.5,0.5,1.35,0.0,6.35,6.0
07290D3599E7A0D62097A346EFCC1FB5,E7750A37CAB07D0DFF0AF7E3573AC141,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,1.0,-73.965408,40.759174,-73.956322,40.768002,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
3D8A2EFDC4138EBB58052C335E4D2DAA,76DC7BD5C38F59777695B70793BA2516,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,1.19,-73.958427,40.772682,-73.948257,40.783085,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
7C3DEBC4E561C25369E28A9EC8D8BBDC,04A8D24193ED8C5323AD96C7525C7075,2013-01-01T00:37:00.000+01:00,2013-01-01T00:39:00.000+01:00,120,0.77,-73.957169,40.699512,-73.964401,40.707081,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
881C2ADFFB21F9AF7E1CD5443F6742EC,326A602DF40DC0063ED7B3231CD6CBA6,2013-01-01T00:39:00.000+01:00,2013-01-01T00:39:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CSH,200.0,0.0,0.5,0.0,0.0,200.5,6.0
88346F4A767F4A8BFF2655CEAFC3A128,F5D6808B8250A8A9E00597C5C9E4A2C9,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,0.57,-73.983337,40.776084999999995,-73.978592,40.782757000000004,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
9B980097EE2FD6E015D69136D4CB9215,28F8A93E8F089CD9B797AE3764AB59A5,2013-01-01T00:37:00.000+01:00,2013-01-01T00:39:00.000+01:00,120,0.41,-73.988625,40.731419,-73.954391,40.770031,CSH,3.5,0.5,0.5,0.0,0.0,4.5,6.0
AB9097E0AE735D1482B3D350A8AD1AA0,B513E8B05DA948F7BDD46AC04F08D1CB,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,0.84,-73.95976999999999,40.762707,-73.95497900000001,40.773502,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
DB18E9E94EB754CF15E66B03852EA17B,1F27B61120A0E8C29C867D2B4975E838,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,0.7,-73.937859,40.796825,-73.938911,40.791214000000004,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
DC96486E502332F5BF603A1D06C8CC53,5EEA6B1F34A01DFF3E7B31CF714CB20A,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,0.73,-73.938774,40.795799,-73.94072,40.788887,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
EC8B1C51CBA4472C243D00F98F73B1DE,1964C251E7FDA2F970E5248F622B1AD8,2013-01-01T00:36:00.000+01:00,2013-01-01T00:39:00.000+01:00,180,1.12,-73.959328,40.767662,-73.94963800000001,40.771965,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
FD631F3F8981584EA408223CA3BE6F26,540BBE264829918A72C76136307AAC8F,2013-01-01T00:38:00.000+01:00,2013-01-01T00:39:00.000+01:00,60,0.29,-73.980064,40.746555,-73.97583,40.744793,CSH,3.0,0.5,0.5,0.0,0.0,4.0,6.0
0081EFFCBB2AD30F9D85B3A07F5EAB45,4D42F0EB603CC39CCD21473A14FB5E6E,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.71,0.0,0.0,0.0,0.0,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
019319FCEB17B9B9E45763F9573DE640,A42443AE7B1E03D61C5A4D35D018AB67,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.5,-73.979164,40.742084999999996,-73.985275,40.739754,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
15127AC6906DA5FD3831803DBEDFEE1B,3AAB0BF924B7A2F16E2C5EFF5A023BCF,2013-01-01T00:39:00.000+01:00,2013-01-01T00:40:00.000+01:00,60,0.0,0.0,0.0,0.0,0.0,CSH,52.0,0.0,0.5,0.0,0.0,52.5,6.0
219F8CFAB081F561EE59AFFC499F8BA2,F97B20080497F3D1DCA9A58568A32EB8,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.44,-73.98645,40.718078999999996,-73.99361400000001,40.72036,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
2A233E4FBD87E3B88DC13F5BE79C8545,D493750AB868C4433FFC6DFD56733B4B,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.51,-74.00660699999999,40.736408000000004,-74.001511,40.741077000000004,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
30F1FD16CF979D5DF95162E0A414B424,C3D4D9115EF0AA570081E71013353D2A,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.72,-73.975594,40.749393,-73.979065,40.747246000000004,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
3A40E4794F809F9CE3EFB2F3A08E5F09,764D457AD7EBED9D8B2D48CA51A49672,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.63,-73.95476500000001,40.820744,-73.956558,40.813614,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
3A8F38F4E11DAFFFCDD7CB3B68A50134,68AF54BEB70295D7A18D14DB38599AEC,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.53,-73.99794,40.682949,-73.994545,40.690037,CRD,3.5,0.5,0.5,1.2,0.0,5.7,6.0
3ADE416E451A89027EA30C3B1DB33927,AE41CFA624B75BFE81CC8238175D5074,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.65,-73.98925799999999,40.740543,-73.98054499999999,40.740253,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
3FD2ED96A813F4718463667C79BFA60D,823FAFFE87A0B313C239EEB5C53BB172,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.44,-73.968727,40.758967999999996,-73.966774,40.761646,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
406E5FD6B33E58EFE98EB7D1D83FD51E,999B8849CDE64DEF33A0ECC862A44F30,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.48,-73.961472,40.71859,-73.95800799999999,40.713863,CRD,4.0,0.5,0.5,0.9,0.0,5.9,6.0
485B495474BFE4371ACDB5CB6B36E0DC,BEE2DC85C69AAD13A82085B42332BAA0,2013-01-01T00:39:00.000+01:00,2013-01-01T00:40:00.000+01:00,60,0.29,-73.96689599999999,40.761677,-73.968758,40.761672999999995,CSH,3.0,0.5,0.5,0.0,0.0,4.0,6.0
4B36B70B919494AF2C9F6F96F09A1F46,0EB798058527FC155EC17BB91EF92AFC,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.13,-73.99593399999999,40.758171000000004,-73.993889,40.757408,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
4B96B1B864EF6881D3597798C34B38F5,A6EC18F955926CB2049E39F7BE7C1DAF,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,1.25,-73.963081,40.771729,-73.952682,40.786198,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
509E09CBF7AF440744094031A0995125,2EB2D34648059026B65C1227934DDB23,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.84,-73.96800999999999,40.800877,-73.968292,40.791676,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
517C6B330DBB3F055D007B07512628B3,2C19FBEE1A6E05612EFE4C958C14BC7F,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.86,-73.978661,40.745007,-73.971863,40.754761,CRD,5.0,0.5,0.5,1.65,0.0,7.65,6.0
67C2B72EB78E36BF7A24B7D432686767,1659FF8E4DC20B6E1AECDDE3F7830E29,2013-01-01T00:39:00.000+01:00,2013-01-01T00:40:00.000+01:00,60,0.02,-73.968018,40.800896,-73.968071,40.800647999999995,CSH,2.5,0.5,0.5,0.0,0.0,3.5,6.0
6A8E2C9511387342F2D6075F44FA299F,9D127095FD1666E3CEFB89135FA8A59F,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.9,-73.996567,40.720451000000004,-73.990967,40.73008,CRD,5.0,0.5,0.5,10.0,0.0,16.0,6.0
6DA87FC565D3B036BFC2DD49F9F190CE,667F6C9CB8FD760631E8DC6A45DA4943,2013-01-01T00:39:00.000+01:00,2013-01-01T00:40:00.000+01:00,60,0.05,-74.001091,40.731781,-74.00030500000001,40.731460999999996,CSH,2.5,0.5,0.5,0.0,0.0,3.5,6.0
901BAD071B1C693D943B2BAA3FE6E623,4FBF0FE605244EBB55F7139279A1D6BE,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.62,-73.98751800000001,40.728561,-73.985123,40.732506,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
91F6CD831E246B50A0E671012C3CB367,F3AC57739E33783EBA268337005F5B6C,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,1.1,-73.971474,40.797901,-73.960213,40.806503,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
9231947E0F529F0FF1E3300732CE3CBF,8F5963DF5A1F05D96241ED60077235D2,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,0.42,-73.976295,40.781052,-73.97995,40.783854999999996,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
A54524849CA52F80DFBD1BC55630B072,3340D4583D7BB24200649CBD51AC566B,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,1.0,-73.948402,40.708286,-73.954666,40.716728,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
AB0C737EACFED9305083A6A44734713A,91AA5EDB11F39251C806D4FB7DA0E524,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.79,-73.967339,40.7981,-73.96154,40.806103,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
B594DE549FA4383F2B0C053F0C36B9CB,FCF2109A59C043C4BEE7B3B6DE9EA899,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.44,-73.98246,40.777573,-73.97823299999999,40.783062,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
B91CBA168CDFF29638EF93E7F4D50E55,02856AFC22881ABCADDD5284BADDEB8D,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.4,-73.998672,40.734119,-73.994392,40.732136,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
BC265F0CC3EEEDF7B385BEB03132E20C,3C9BF8DFB45A7B570384B4A54116FDC4,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.11,-73.99685699999999,40.754536,-73.995544,40.754814,CRD,3.5,0.5,0.5,1.2,0.0,5.7,6.0
BC3A3D1BECC84F0FAAEAC0F725FC221E,21B775088BF66289DFC6FAA96E1C66BA,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.55,-73.96305100000001,40.769259999999996,-73.949997,40.764019,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
C08AF7B9324999C61722BA8B5C9F23E7,B3A12AAD35BFDA38367AC2D374378A23,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.67,-73.968254,40.762347999999996,-73.972603,40.756347999999996,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
C5CA11E807A1B1DF444D42ACD41435C2,0E26DC3704EFE73C658ADAE050692EA6,2013-01-01T00:37:00.000+01:00,2013-01-01T00:40:00.000+01:00,180,0.57,-73.999252,40.742458,-74.004784,40.746765,CRD,4.0,0.5,0.5,0.9,0.0,5.9,6.0
CEC3D09B4009A0FEDDBBBEF92C842E20,E61B0FE3563172042C7A28A76C02DEED,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,1.25,-73.961105,40.769226,-73.94723499999999,40.775936,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
DAB668CC77B6E2BCDE421DA934DB2316,BAF8942E67695176A45ED6265DA4A1BB,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.34,-73.987679,40.738471999999994,-73.989143,40.736622,CRD,3.5,0.5,0.5,1.0,0.0,5.5,6.0
E5FA27901D3298E20E68354A625526D4,C601D87A364B17265F2F6D983E63C8F5,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.66,-73.96770500000001,40.765221000000004,-73.958031,40.778809,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
E97054127958732AF9F0AB94835F224B,D9F706F1282D4E64D03279A67C5DA02F,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,1.21,-73.955887,40.772102000000004,-73.95945,40.779907,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
ECE6DB0B5B83FC510325C437054E9EA8,A6412D68B49AC34228506AD33C5E8D28,2013-01-01T00:36:00.000+01:00,2013-01-01T00:40:00.000+01:00,240,1.3,-73.957161,40.780113,-73.966278,40.767956,CRD,6.5,0.5,0.5,1.4,0.0,8.9,6.0
F9FA751DAECA69F0AF703177916A29F8,33078DBE66FC2892A8FC1E76064BCA29,2013-01-01T00:38:00.000+01:00,2013-01-01T00:40:00.000+01:00,120,0.65,-73.973152,40.755653,-73.978615,40.747692,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
035A25BC8C3C1868838AD8DC880DE0F6,D4FF7657655852A7767211DD888B3BEC,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.92,-73.94970699999999,40.780693,-73.947594,40.788635,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
04C731091D60CE8356322C8AB24253B0,95EE2861F2F75641EBEDB1A453BC3148,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.65,-73.967857,40.793071999999995,-73.97419000000001,40.7911,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
062281602740F289FB3C49AD21C5A973,A3161F751788F376E2BCC4047AD3EEF1,2013-01-01T00:40:00.000+01:00,2013-01-01T00:41:00.000+01:00,60,0.14,-73.987488,40.738602,-74.00239599999999,40.721740999999994,CRD,3.0,0.5,0.5,1.0,0.0,5.0,6.0
0CD573F3014899C3C62C647A8CE4CF19,CE95FA091974AC75780DB1EA6D603B72,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.34,-73.97641800000001,40.780777,-73.98172,40.767601,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
0D70E61DA85C2551D35C67FDB27AE291,2CC370DC5567ECA23DDCAF08705AA3BF,2013-01-01T00:39:00.000+01:00,2013-01-01T00:41:00.000+01:00,120,0.92,-73.975952,40.786278,-73.967613,40.792889,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
0EB29F048D86E991B57979BEBFF4861B,1ADF096B099EF56696BC36067DFCD9F1,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.71,-73.997849,40.735909,-73.992386,40.743465,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
15888078493E6FCD07E72E7C2AFF5CAF,5B9094E1DD30E6DEA24886CDF538708C,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,1.23,-73.954536,40.789608,-73.967117,40.798336,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
16DBB69DD1C7E67AA1685FFE560D579E,AABE56B7417CFED0AD4927C9D2DF9455,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.34,-73.983025,40.746208,-73.97940799999999,40.749664,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
182A5CED314A7B994E6D8D01F375A15A,514F078271B90045CBE87C8B265253FE,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,0.94,-73.960709,40.715424,-73.947289,40.711563,CRD,5.5,0.5,0.5,1.8,0.0,8.3,6.0
1AABA654E5ABF4F25333847479904504,0D5AC420758EA96775D233FC8529983A,2013-01-01T00:39:00.000+01:00,2013-01-01T00:41:00.000+01:00,120,0.0,-73.948181,40.784866,0.0,0.0,CSH,2.5,0.5,0.5,0.0,0.0,3.5,6.0
1CF2978577EAB95B50E142540CDCD304,C09896EF9B13E6CBEC31B25603576395,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.58,-73.949478,40.801899,-73.94445,40.809052,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
1D80BFFF2C8902916EFF4B1F1BFD63D7,090BAE1FF6AA73DFF4476D67C88E6513,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.07,-73.961899,40.771069,-73.96127299999999,40.760681,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
218A91410E0CFF9C35830A5DAA534C42,3841B435D405598EA67B83F104E3CBA5,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,0.73,-73.995949,40.743786,-73.994926,40.750156,CRD,6.0,0.5,0.5,1.62,0.0,8.62,6.0
262638CAA3C4F28B6ECB9F4EFCF7BDAD,3EDEB59E6C776E40147B25C2CB5DE43B,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.26,-73.993324,40.722084,-73.989876,40.733398,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
2DD8ABFB1911B65D1C573D01F25F95F7,8361D85EF2D69ED3044665AB5885F6E5,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.56,-73.96038100000001,40.770348,-73.958939,40.768035999999995,CSH,4.0,0.5,0.5,0.0,0.0,5.0,6.0
2E7CBA5D84FBCDFD21890276BB5260D7,8C2F3C8E7DD1A2065129AC177A04741A,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.4,-73.985054,40.727863,-73.999252,40.727722,CSH,6.5,0.5,0.5,0.0,0.0,7.5,6.0
338AA5E5CCF2B215438CE6EB2069D8F0,5D3FFFA8FE54324048596B10BBCF0D5F,2013-01-01T00:40:00.000+01:00,2013-01-01T00:41:00.000+01:00,60,0.31,-73.984825,40.77943,-73.985184,40.778938000000004,CRD,3.0,0.5,0.5,2.0,0.0,6.0,6.0
3657597B15ABF2C5EF8F5B5E562C03B6,167DB183EF285A5E7019D85A9BE73CD6,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.95,-73.94767,40.776222,-73.958649,40.771435,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
39EE606D64DBF47084D6A4FF34F3E5E3,C68ACD205F9EB9C032500C019FA06C47,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.0,-73.98665600000001,40.729884999999996,-73.99237099999999,40.719704,CSH,6.0,0.5,0.5,0.0,0.0,7.0,6.0
4018E4BAAF8421F30ADDC502F5BE67EA,3C96C3A848E10CF0B4C16CD1AC190831,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,0.44,-73.978065,40.748985,-73.982079,40.751476000000004,CRD,4.5,0.5,0.5,1.0,0.0,6.5,6.0
4138664DFDC7A66798F29EEAC8A9A157,CE1BA3866BD1992B5326D34F513E85D9,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.49,-73.98349,40.750198,-73.98784599999999,40.743916,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
43A470E49950BEF5E3AA469451D1D712,8054C608663B2B75A5CF15456090C863,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.74,-73.98788499999999,40.738392,-73.98625200000001,40.731258000000004,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
51E48CB5AF16195DF63651FF1968737B,A1F856AB43959541C67DD74B059F6AFE,2013-01-01T00:41:00.000+01:00,2013-01-01T00:41:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CRD,60.0,0.0,0.5,9.5,0.0,70.0,6.0
53528D75D25F5F8F51F83197EF5E741A,A70151E679D2DA570891EBFA7DCD0AF0,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,1.06,-74.008049,40.739449,-73.993851,40.741562,CRD,6.0,0.5,0.5,1.3,0.0,8.3,6.0
5D506A80496D56D8E4F6BAA159C76DA5,3F3C8F830606CFDA5DCAC4F604CF8F73,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.55,-73.993347,40.720238,-74.00267,40.72316,CRD,4.0,0.5,0.5,1.12,0.0,6.12,6.0
5D813194D05170E70DAAFAF07BB24FD9,FDAE3E515EB1419900CF1D5E83073FB2,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.81,-73.97204599999999,40.782146000000004,-73.961609,40.776798,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
6073505F6C8275CA0261EA195F1CC286,842B1AEC5FF6FA573F5F57D37CF5A7D5,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,1.0,-73.999619,40.733356,-73.990623,40.745841999999996,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
6180C3B863D29A7DDBDC5A62E81C85E4,DD337F252041348B04DBF14782965F15,2013-01-01T00:36:00.000+01:00,2013-01-01T00:41:00.000+01:00,300,0.73,-73.942543,40.798977,-73.945709,40.791931,CSH,5.5,0.5,0.5,0.0,0.0,6.5,6.0
67108EDF8123623806A1DAFE8811EE63,36C9437BD2FF31940BEBED44DDDDDB8A,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.74,-73.94723499999999,40.771648,-73.954796,40.766411,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
6945300E90C69061B463CCDA370DE5D6,8C79865600F5CBC938B552456556FF5F,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,1.28,-73.958549,40.772682,-73.94929499999999,40.787678,CRD,6.0,0.5,0.5,1.0,0.0,8.0,6.0
696321779D687411F2E5DF6991E9D474,14C2ED390669165F2D3B5CE427A91027,2013-01-01T00:38:00.000+01:00,2013-01-01T00:41:00.000+01:00,180,0.53,-73.96817800000001,40.765484,-73.967163,40.760948,CSH,4.5,0.5,0.5,0.0,0.0,5.5,6.0
6B7854AB74AF4DE334E8A7932268E3C7,4115155BCB093656B57880BA9347CEAB,2013-01-01T00:37:00.000+01:00,2013-01-01T00:41:00.000+01:00,240,0.87,-73.994644,40.743641,-73.993378,40.736382,CSH,5.0,0.5,0.5,0.0,0.0,6.0,6.0
