medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,mask,to_be_fixed,date
7B2164E596D3B77E122050C06AA14C28,883BA7CB28313512E01050DF9C2CE329,2013-01-01T00:43:00.000+01:00,2013-01-01T00:44:00.000+01:00,60,0.31,-73.97374,40.754738,-73.976074,40.751686,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
87D9A9CE278E8CEA76060CECE713589A,3F3C5857428EDDE28B62550B01C842FF,2013-01-01T00:42:00.000+01:00,2013-01-01T00:44:00.000+01:00,120,0.41,-73.987427,40.728522999999996,-73.983604,40.729884999999996,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
A979CDA04CFB8BA3D3ACBA7E8D7F0661,47C715F18BE3EA6A9FB94FBE308A9ABF,2013-01-01T00:44:00.000+01:00,2013-01-01T00:44:00.000+01:00,0,0.19,0.0,0.0,0.0,0.0,CRD,15.0,0.0,0.5,0.0,0.0,20.5,100000,1,7.0
E3FB99712D99954D259002EBAF4AD015,F35F85AE86E972E91567217992F85428,2013-01-01T00:44:00.000+01:00,2013-01-01T00:44:00.000+01:00,0,0.04,-73.976555,40.78569,-73.976555,40.78569,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,7.0
F000C73B98E1650B9F54B3094FD5B505,ADC95ABB46CA7E70199FEF1A07ABAEF8,2013-01-01T00:42:00.000+01:00,2013-01-01T00:44:00.000+01:00,120,0.54,-73.981514,40.741054999999996,-73.977303,40.746944,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,7.0
12BB7274B589C816D966B81037AA59C7,A551CD1A3229E56963972053B6485552,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.99,-73.948746,40.789013,-73.956039,40.779037,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
17A181BBBA33F2D7D45D975CD9DAF2E2,B6DA931FE8F42475DE19DF070E5A11FF,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.73,-73.954468,40.764259,-73.951103,40.770432,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
1903ADA2663AF541DCCE073E40938E05,3F1ED3D0F7C8391749AAD3231259FB5B,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.52,-73.994926,40.725674,-73.99698599999999,40.721363000000004,CRD,4.5,0.5,0.5,1.25,0.0,6.75,0,0,7.0
218A91410E0CFF9C35830A5DAA534C42,3841B435D405598EA67B83F104E3CBA5,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.03,-73.994652,40.750366,-73.994446,40.750713,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
36C1F2F11DD3B62BB6C4DD3EF52B85FA,AE5BB9FC5352DD7B814E9E66AA3F0429,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.44,-73.983154,40.750477000000004,-73.985298,40.747383,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
43A470E49950BEF5E3AA469451D1D712,8054C608663B2B75A5CF15456090C863,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.36,-73.98342099999999,40.730121999999994,-73.98741899999999,40.732529,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
4C1DBFF624199F5F99A8CB22FFC9172D,B1C72C7594FABEAC75B12931CA3B9A23,2013-01-01T00:44:00.000+01:00,2013-01-01T00:45:00.000+01:00,60,0.0,-73.994621,40.750454,-73.994621,40.750454,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,7.0
5BFEAAD484BDC5C7C2C3104F33BEF0BD,8C8BB6534FD8B9302CF8BAF9CC7273B9,2013-01-01T00:45:00.000+01:00,2013-01-01T00:45:00.000+01:00,0,0.0,-73.96238699999999,40.778755,0.0,0.0,CRD,2.5,0.5,0.5,20.0,0.0,23.5,0,0,7.0
6F70168FE64F69314DBEC466449E410C,28B0AA10202F83FEB0F4E69340CA8F86,2013-01-01T00:45:00.000+01:00,2013-01-01T00:45:00.000+01:00,0,0.0,-74.14116700000001,40.884258,-74.14117399999999,40.884266,CSH,5.0,0.0,0.0,0.0,0.0,5.0,0,0,7.0
76A8CE8D32AC924A12C7BC374C0BAE7C,C9DACEA7EEBF5647FC3AF29E54C11AB7,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.71,-73.990326,40.728977,-73.98793,40.73365,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
7EA8306E1A78955BC96230C52332575A,CC8F9BABE6DA9C2F1B8E09FC1DF2CE86,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.83,-73.973152,40.755238,-73.96653,40.75349,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
89AF55C168D9A02D3E04FC1C62DC98CB,1FF63D371C4666F9BBDF86DA42D66F72,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.05,-73.981003,40.747093,-73.987053,40.749489000000004,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,7.0
8FFD1464685AAE39ECD77415EE4E11A1,2E26C830AF4E9FB0B4CDFFE3ADA896B6,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.73,-73.986885,40.771561,-73.986069,40.767426,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
9473B2600EF2EFC9E9B89842CBAFC4AB,97C4DB96A866EC161AD41C3CBD239CCF,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.4,-73.98135400000001,40.741493,-73.978409,40.745411,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
9E7D158C4874B8405F799C69FE72772E,2F48B577904D847EB8F6F29991403148,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.27,-73.794388,40.657219,-73.794388,40.657219,CRD,3.5,0.5,0.5,0.8,0.0,5.3,0,0,7.0
BA5E6F843BD4DCC5E97710E4F995B8A9,7294F9F83FE5520C92BF3AD3C493227D,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.54,-73.983322,40.744228,-73.97744,40.745453000000005,CRD,4.0,0.5,0.5,1.12,0.0,6.12,0,0,7.0
BBCC4D83C22FA77D260847EC874DE367,6527454ADA9D0B94556E3410F7795A9B,2013-01-01T00:43:00.000+01:00,2013-01-01T00:45:00.000+01:00,120,0.6,-73.969749,40.793853999999996,-73.988091,40.775013,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
C0BC97124F66879C35A9CAC9ECC6BE9C,F869BF56EE47C3281FDE881CBF122AAE,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.61,-73.962517,40.758942,-73.958435,40.764454,CRD,4.5,0.5,0.5,0.5,0.0,6.0,0,0,7.0
CA93F8576A51663C409C3DC2CA836DE8,DF8A319DE4FEB6D3887104FFA4E29A59,2013-01-01T00:45:00.000+01:00,2013-01-01T00:45:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CRD,55.0,0.0,0.0,0.0,0.0,55.0,0,0,7.0
CBDAFC4B9364E4DFE6712AA1AB188C08,CB783150D32C9666CBB868E0A0261BC6,2013-01-01T00:44:00.000+01:00,2013-01-01T00:45:00.000+01:00,60,0.47,-73.981422,40.741234000000006,-73.978317,40.745461,CRD,3.5,0.5,0.5,2.5,0.0,7.0,0,0,7.0
DFD77FAD2F98FC845FE33EBF81BBF0CA,07570576F0B71F31372110F17DFDB95F,2013-01-01T00:42:00.000+01:00,2013-01-01T00:45:00.000+01:00,180,0.63,-73.95877800000001,40.772175,-73.960938,40.777519,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
063BFA09A87028D808DB136E81356B59,6AF87E242105241F5BD2E49DD357D747,2013-01-01T00:46:00.000+01:00,2013-01-01T00:46:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CRD,22.5,0.0,0.0,6.75,0.0,29.25,0,0,7.0
0E11A16CC9AB6E3F1529323BF5F19137,0F06584F9FD0288C6F30C4ECF03806DD,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.57,-73.98362,40.738087,-73.984749,40.73315,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
0FB2153FD9CF9B210B0C68D9986BA692,49D918F31E792DA646F88A3DE03A09EA,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.68,-74.006584,40.743305,-74.006584,40.743305,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
1590FB3F9CE869712C563FEE46912EC0,5A0B487FA78B494E3B2B453375202C31,2013-01-01T00:46:00.000+01:00,2013-01-01T00:46:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CRD,52.0,0.0,0.5,10.4,4.8,67.7,0,0,7.0
261D79D99795D92B999061D8A840FFA1,604F2031215E2025A2381844B5D7544D,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.55,-73.94545,40.80283,-73.95025600000001,40.80624,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,7.0
285530A1DAC07844A86C9D89EF63E705,018BC02CED11165264C84FA95667573F,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.78,-73.973602,40.792365999999994,-73.980064,40.783932,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
30F1FD16CF979D5DF95162E0A414B424,C3D4D9115EF0AA570081E71013353D2A,2013-01-01T00:44:00.000+01:00,2013-01-01T00:46:00.000+01:00,120,0.51,-73.983131,40.74437,-73.97744,40.747166,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,7.0
445F6F3E3624FEB7576F15B0BCEFBD97,FF5274DF86705E339AF72D7F0D8CCEC7,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,1.11,-73.96887199999999,40.754321999999995,-73.97835500000001,40.741741,CRD,5.5,0.5,0.5,1.2,0.0,7.7,0,0,7.0
5CC9B3C9725FCD7FAE490B4C614D57EE,9F4A98FA581907FC25B5C1A9A5361365,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,1.19,-73.95623,40.778786,-73.956215,40.767879,CRD,5.5,0.5,0.5,1.2,0.0,7.7,0,0,7.0
696321779D687411F2E5DF6991E9D474,14C2ED390669165F2D3B5CE427A91027,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.55,-73.96817800000001,40.765484,-73.95948800000001,40.762959,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
727E38B9A80D47A91581FD651DE37E8C,A48778531E77ED97127BEAC508541F6B,2013-01-01T00:44:00.000+01:00,2013-01-01T00:46:00.000+01:00,120,0.06,-73.973427,40.754852,-73.973938,40.754665,CSH,3.0,0.5,0.5,0.0,0.0,4.0,0,0,7.0
786EFEF784BBD017D6C84F891A1A73F5,FC3E21065055CE6B798275678E35FEC8,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.85,-73.954704,40.773842,-73.958588,40.766415,CRD,4.5,0.5,0.5,0.8,0.0,6.3,0,0,7.0
8DC84A098D15C57FE44EE63F338EA5D6,5C805D5E970A457B06E29263C14F4C05,2013-01-01T00:45:00.000+01:00,2013-01-01T00:46:00.000+01:00,60,0.25,-73.960114,40.781689,-73.958931,40.781715000000005,CSH,3.0,0.5,0.5,0.0,0.0,4.0,0,0,7.0
8F495AE9260737EB7F2F2BA4EF1550CA,8B6E2BC352069A8B83D481BC27BA04FB,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.8,-73.995209,40.739922,-73.985603,40.744156,CRD,5.0,0.5,0.5,1.65,0.0,7.65,0,0,7.0
8FD3E60B2A58B900EA73D7735D2E005C,5715384B67C3A83D433F8295829C3280,2013-01-01T00:44:00.000+01:00,2013-01-01T00:46:00.000+01:00,120,0.49,-73.956963,40.775051,-73.95184300000001,40.777882,CRD,4.0,0.5,0.5,1.0,0.0,6.0,0,0,7.0
9ABB4C8F2E3AEE534DD122B9DC0EA26A,50CBCBB6E464DA752EB8244DCA4BF9B9,2013-01-01T00:44:00.000+01:00,2013-01-01T00:46:00.000+01:00,120,0.79,-73.977203,40.787678,-73.981812,40.779324,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
AE58C588FEA9BB3246D92A5243362CF7,0BD50413C206E5CE6DB4656DFDC3DD7D,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.73,-73.994514,40.755966,-74.004799,40.73534,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
AEB1B4DACEC017D9E864F89D4DB5C0C2,29BD886DB8CEE0D04FF7B34CFCFF6E5D,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.8,-74.004227,40.742447,-73.999367,40.736694,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
AFBD97DE005C47CA8FD7A6F8159EA666,A4EBA927CECC0777F1F3370455B0A015,2013-01-01T00:44:00.000+01:00,2013-01-01T00:46:00.000+01:00,120,0.55,-73.98056,40.730469,-73.98428299999999,40.725037,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,7.0
B2231EA007B1CCE41CC77B1011FF1861,CBC8D8EEAD8B8F1C822BF21E4967181F,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,1.28,-73.9599,40.758556,-73.949326,40.772911,CRD,6.5,0.5,0.5,2.1,0.0,9.6,0,0,7.0
B42CEF7A43FA75E8AE7BB1C36D807625,54A1EC1C2C93A9FBBE783C159F2DCF8D,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.55,-73.973267,40.755283,-73.978447,40.748363,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
BBF1667E4DDD795374EC143549C324E1,0C322626707284603336E0486F02C373,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.83,-73.99651300000001,40.753262,-74.00312,40.744156,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
D7D10754EEBE89440461E47ED0AB7E8A,4A68D97499A3BDD073658D58ADB1F811,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.8,-73.984894,40.779140000000005,-73.991264,40.770657,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
DFF2EEFF6074A167854F5C198C211CB7,685F7E1524EFC40C8FA28B2F17E69F64,2013-01-01T00:45:00.000+01:00,2013-01-01T00:46:00.000+01:00,60,0.35,-73.957451,40.722328000000005,-73.957626,40.724697,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
E92261F11FE71FDDEA1F753D1A00B412,9FCB06A6F8EB3071AFE6F04D4D6BE5F8,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,1.1,-73.96946700000001,40.766502,-73.96035,40.778965,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,7.0
ED89DB0ADD066F67C35F4902F1377CD4,F4AB11D00CC15EB1457E93AF2D142092,2013-01-01T00:42:00.000+01:00,2013-01-01T00:46:00.000+01:00,240,0.59,-73.94761700000001,40.790397999999996,-73.94593,40.795433,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
F2751CE89ED7E006D8E9C243FC31D01C,0747F87EFE3D6B5697F97607A6352962,2013-01-01T00:43:00.000+01:00,2013-01-01T00:46:00.000+01:00,180,0.78,-74.009537,40.735401,-74.006699,40.743233000000004,CRD,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
00E0904FC59DA2C363F6F70D8AAA3AFF,712528DC51BF2AC92C60D828B754E4CB,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.92,-74.008385,40.714462,-74.001114,40.725559000000004,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,7.0
0410B9E3F2FE32099F07EE765D8ABC10,652ED4EF9CEDCBDE1E1DDFC5632B3A96,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.8,-73.961632,40.771278,-73.9589,40.777885,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
04C731091D60CE8356322C8AB24253B0,95EE2861F2F75641EBEDB1A453BC3148,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,1.46,-73.975998,40.788585999999995,-73.98226899999999,40.769287,CSH,7.0,0.5,0.5,0.0,0.0,8.0,0,0,7.0
0AB577178F654F45149AF746A996D04D,F6098FA50DC51675254CE4A43575A4C3,2013-01-01T00:45:00.000+01:00,2013-01-01T00:47:00.000+01:00,120,1.02,-73.942963,40.821498999999996,-73.960312,40.811531,CRD,5.0,0.5,0.5,1.0,0.0,7.0,0,0,7.0
163C6226E3854A7456A717EB361687B7,3A63A7A7F9DD942BD29C001555FC5B27,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.92,-73.94994399999999,40.780586,-73.957489,40.770092,CRD,4.5,0.5,0.5,0.5,0.0,6.0,0,0,7.0
1A80654F5D79DAA6EFD793E9A3FBB0EE,3333FDF04BE39ACFD11079845CE437CE,2013-01-01T00:45:00.000+01:00,2013-01-01T00:47:00.000+01:00,120,0.33,-73.935249,40.796005,-73.931671,40.79781,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,7.0
1B208E4003BAB08E4B77DDCCF722ABCE,7F1A8C61E076A8B11A638C9D84FD7A3D,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.47,-73.965538,40.762671999999995,-73.978882,40.787521000000005,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,7.0
1FF0054CC6A767028F6208B6C6B2CC44,BB298965845203C111A4D2E775FCC455,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,1.0,-73.961609,40.760357,-73.952866,40.772099,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
2699B589426367CD464EEC9023834E4E,AF41E47C765DAA2D8E76ACBEDB359AEB,2013-01-01T00:46:00.000+01:00,2013-01-01T00:47:00.000+01:00,60,0.24,-73.99369,40.741669,-73.99163100000001,40.744652,CRD,3.0,0.5,0.5,0.7,0.0,4.7,0,0,7.0
2A86661808612D9A553B0D4D63745585,54E28CE82306760EDED85A9A34AEC640,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.7,-73.954491,40.769642,-73.95253000000001,40.77689,CRD,4.0,0.5,0.5,3.0,0.0,8.0,0,0,7.0
3B0D32434F9E18BC4040C1E6C79F4240,355D82D140F9BC4AEA92DAA8673043B5,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,0.77,-73.987808,40.775269,-73.99180600000001,40.766338,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,7.0
3F3AC054811F8B1F095580C50FF16090,E00BD74D8ADB81183F9F5295DC619515,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.78,-74.007011,40.719086,-74.008812,40.711433,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
428C74C6A3A44E300833D001BFAAD01E,2AEBD14B765713E3A97770592529992E,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,1.55,-73.967171,40.757267,-73.953194,40.771774,CSH,6.5,0.5,0.5,0.0,0.0,7.5,0,0,7.0
47238E833B0AF84A9BBFB7956502A182,1B734EDB7FE26D6B0BCA082BB37C5EA6,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.77,-73.953773,40.778931,-73.952362,40.786685999999996,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,7.0
497EA6AC989E70C4912A3DF09AC49AC1,03F446E588244FA8CCA7C984C794685D,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.55,-73.956352,40.779919,-73.96354699999999,40.782562,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
60B87DBDF025AE348F8286CAFE999F2C,8953362DA7C267D5CFE24C615242DBA9,2013-01-01T00:47:00.000+01:00,2013-01-01T00:47:00.000+01:00,0,0.0,-73.94052099999999,40.696411,-73.94052099999999,40.696411,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,7.0
62D5BF0D1A15C410EA740EE0DBE39AD7,C5EFE5845D45EBB2219D1E4BE42276F0,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.69,-73.95671800000001,40.780994,-73.956154,40.77383,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
6389931905797095C81CABD353D58827,A36B815A9E30E66CF891D5A73C6B6D80,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.56,-73.985344,40.741603999999995,-73.98629,40.743439,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,7.0
6CD601F956CB2A01BEE445000A50E034,F23FE2E97D33521432041E849E6D12D8,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,1.32,-73.99449200000001,40.761070000000004,-73.98715200000001,40.776031,CSH,6.5,0.5,0.5,0.0,0.0,7.5,0,0,7.0
78CB97172912DDD5D486C3D13AD446EE,B54855B13CA5B6B8DD264BE86A1430ED,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.62,-73.983681,40.780941,-73.978157,40.785656,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,7.0
7CB7D114409873CD2CF8BB7AA17EA22A,4F9319A370A01FEEE39752EEE17F46DF,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,1.46,-73.955978,40.71151,-73.95317800000001,40.698456,CRD,6.5,0.5,0.5,1.4,0.0,8.9,0,0,7.0
801C69A08B51470871A8110F8B0505EE,91A07EEF642E8590C2EFD631C3DF89C9,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,1.34,-73.965843,40.762608,-73.955246,40.777039,CRD,5.5,0.5,0.5,1.0,0.0,7.5,0,0,7.0
8244910BD1F08A8379796AA7DEC00EB4,4881D2D4577B4F1F77890AF962BEA19F,2013-01-01T00:43:00.000+01:00,2013-01-01T00:47:00.000+01:00,240,0.51,-73.991539,40.750004,-73.988853,40.744904,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,7.0
8BE796EBC7CE941D4181D6A287EF3C45,D320C3F4741688FFE7127D88435E0F2C,2013-01-01T00:45:00.000+01:00,2013-01-01T00:47:00.000+01:00,120,0.63,-73.983734,40.743896,-73.978622,40.750729,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,7.0
98EDCE7D6FB0741BD562EEF9E7BF2E60,E5CF3202C76D96D39721CA0CADA6862A,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,1.19,-73.966759,40.767288,-73.96719399999999,40.75592,CSH,6.5,0.5,0.5,0.0,0.0,7.5,0,0,7.0
9B5BE818E3C04896687FFD3C4BF5555F,4D85F9862CD0E1675B0946F1A4535B42,2013-01-01T00:44:00.000+01:00,2013-01-01T00:47:00.000+01:00,180,0.73,-74.003815,40.750832,-74.00685899999999,40.743896,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,7.0
9E001B1E0A0BE88D4FA5D595390039DA,A944E9332DD2C70D2A840DD6EE6A084D,2013-01-01T00:42:00.000+01:00,2013-01-01T00:47:00.000+01:00,300,0.77,-73.973145,40.748497,-73.973145,40.748497,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,7.0
A257C1626DB58D066D9D40AC0CE269FB,828C7E16B4E088F11F37923CD2B9835D,2013-01-01T00:47:00.000+01:00,2013-01-01T00:47:00.000+01:00,0,0.0,-73.977783,40.777065,-73.977783,40.777060999999996,CRD,13.5,0.0,0.0,2.7,0.0,16.2,0,0,7.0
