medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,mask,to_be_fixed,date
EE8A706C1D8EE8897A1FEB591B5E5884,529E7364F15A734DFB3F44376DC78267,2013-01-01T00:08:00.000+01:00,2013-01-01T00:10:00.000+01:00,120,1.34,-73.976074,40.786339,-73.96755999999999,40.797863,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
F2A5D22AA3C7D80F5FA4CA571FB0B057,BAAA0F752FE8DF522E3FD0F54D5BCAC9,2013-01-01T00:07:00.000+01:00,2013-01-01T00:10:00.000+01:00,180,0.82,-73.969307,40.763702,-73.965858,40.757153,CSH,3.5,0.5,0.5,0.0,0.0,5.5,100000,1,1.0
1736BA0ACF503A5D7873CDEF5663CD78,05877206AE3F8A3F2C7A4F8F7B8BC0CE,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,1.01,-73.962715,40.76984,-73.95597099999999,40.781963,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
2360A9EE176523E93A5DC4CA07A90804,516C15414E80E70E55396C661EF6F2B6,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,0.96,-74.005096,40.718987,-74.010292,40.712086,CRD,6.0,0.5,0.5,1.0,0.0,8.0,0,0,1.0
2528C00729BDD4E82E25CF14999F3C4C,1D632F33E907FAEFC02493E9CB4A5955,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.58,-73.984718,40.774258,-73.945595,40.83334,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
2F916CFD5E51E9A620F3D4F9D65D2A7B,2A30B29871D56BED841C3D4B199B34B9,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.66,-73.986549,40.740162,-73.98344399999999,40.734501,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
3056502BBF64871CF4B916154336168D,1E2C9C8706C11400E3CE56DD3109217B,2013-01-01T00:11:00.000+01:00,2013-01-01T00:11:00.000+01:00,0,0.0,-74.028816,40.771561,-74.028816,40.771557,CRD,63.0,0.0,0.5,0.0,0.0,63.5,0,0,1.0
38CDA3BC722311C5FEE6E62E6E4F528E,0BEE998D89D8BE9B3B79E0B474C03246,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,1.42,-73.972893,40.785454,-73.98219300000001,40.768368,CRD,6.5,0.5,0.5,1.0,0.0,8.5,0,0,1.0
397FA09C1274E4EA4FC8B54C65223F84,4EC95667857975352A4A162928BF1B03,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.57,-73.99477399999999,40.725899,-73.990311,40.723372999999995,CSH,3.5,0.5,0.5,0.0,0.0,5.5,100000,1,1.0
3B8537483DC963E1A9CF942C6F0E1AD2,62E0197FD08B7969B280A9BC57CE4DC0,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.48,-73.984444,40.742851,-73.989075,40.741386,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,1.0
4CC43843528FA98E05CF67FCEBA9C771,D0DC976BB048DC79461AE0BBF458E1F0,2013-01-01T00:09:00.000+01:00,2013-01-01T00:11:00.000+01:00,120,0.09,-73.95565,40.779324,-73.963081,40.769131,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
4DDBCA83218B5AECF5AFAA0D59E8E094,3DC0C6AB4A01FFF77310FA7687AEC91B,2013-01-01T00:09:00.000+01:00,2013-01-01T00:11:00.000+01:00,120,0.64,-73.97290799999999,40.758587,-73.975861,40.754742,CSH,3.5,0.5,0.5,0.0,0.0,5.0,100000,1,1.0
4EAB620C337CFD4F85F22353C4B2FE34,1FA8048B64BB78D6989C17D8FA89833E,2013-01-01T00:10:00.000+01:00,2013-01-01T00:11:00.000+01:00,60,0.38,-73.96051,40.761581,-73.959457,40.763046,CSH,3.5,0.5,0.5,0.0,0.0,4.0,100000,1,1.0
5943FA32855CEA9401FF1774F28AA42C,6415F9B9E67F2989A43A5DBF14787BBD,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.77,-73.946495,40.776871,-73.957008,40.780113,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,1.0
594B22566326444C74CC3DF20E42FDF3,441D5B00E6EC31C7951D9E5E81CA6A57,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.66,-73.983528,40.749984999999995,-73.99182900000001,40.74913,CSH,3.5,0.5,0.5,0.0,0.0,6.0,100000,1,1.0
59557EC7EB75668898E95EA8BD52F11D,C2A4490116ED5848E660C11705DFEC2D,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.7,-73.994934,40.769165,-73.98526,40.76865,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,1.0
59FA6ED6AA4E3C7370C5A2AAC5CEBEEF,3A37C575F3423259878125F82777B4D0,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.62,-73.991905,40.726368,-73.992416,40.719742,CRD,5.0,0.5,0.5,0.0,0.0,6.0,0,0,1.0
6400F648F727B3D063956246D2FF3DC4,D41A94A36A3E66908660843DFC69F321,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,0.24,-73.983818,40.743922999999995,-73.980385,40.74242,CRD,4.5,0.5,0.5,1.5,0.0,7.0,0,0,1.0
72A013E1BFA9FDCDEF57896182B9A743,C107F4A01DBB769C781B7BEDAFC082FA,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.9,-73.99575,40.673805,-73.985771,40.669823,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
7F1C0563559E2D7AC63EFB1608FF29AD,74FBDCBE0DFA365933FF11420DD84E60,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.0,-73.984375,40.754627,-73.984444,40.754677,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
9231947E0F529F0FF1E3300732CE3CBF,8F5963DF5A1F05D96241ED60077235D2,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,0.92,-73.940529,40.793372999999995,-73.942818,40.799976,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
96BFF69C7A75862EB9F09607793F4136,01A663AAE12DC7E214F7DA4A82FDEB2B,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.67,-73.988647,40.745403,-73.988647,40.745403,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
AF0D0FBEB3D68F7B77CAE1EDF0ABCEE1,DC7B8B9AECBCECFC5F95EA0F1B8CA22F,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.5,-73.973221,40.763985,-73.978027,40.757599,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,1.0
B66F3CFA2C809D3BC576BB87A2877432,EE2BBE0EDFD43D5EF97D3C06B911BC0B,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.2,-74.006516,40.744381,-74.004837,40.746769,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,1.0
C841CDD9EC7995E8812BC04BFB59190D,E8A62FA93B227C1ACEBC13EC0D8E70AC,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,1.03,-73.956856,40.721004,-73.954964,40.731556,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
D621051CFE9107B110936E45AC034F07,0784F8FB07A95411A6783C053C70A26D,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,1.02,-73.977783,40.763718,-73.965446,40.768806,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
D6BF6167F86885248DB4BD415BF54A60,FA737238D634EDCF955A50A5A00EFD0B,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.41,-74.00408900000001,40.738274,-74.005379,40.736633000000005,CRD,3.5,0.5,0.5,0.8,0.0,5.3,0,0,1.0
D8A8284D6B64BE8265976677F865EF0C,0B8160F2AEFEC731C92FF4E6CAC015A1,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,0.42,-73.987801,40.719925,-73.993797,40.720383,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,1.0
E05140D4AD30E0FE428432196547A40D,F1B9A105BF10AE5320335C824CEEC197,2013-01-01T00:07:00.000+01:00,2013-01-01T00:11:00.000+01:00,240,2.1,-73.97563199999999,40.740768,-73.957642,40.765614,CRD,7.5,0.5,0.5,1.6,0.0,10.1,0,0,1.0
E05E9D1EDED0FE81F7DD7E81EF1CC08F,C76353D60215982A5303D8DFCAC7E1AB,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,0.86,-73.99958000000001,40.737614,-73.999794,40.728443,CRD,5.5,0.5,0.5,3.0,0.0,9.5,0,0,1.0
E5EA8E7FD55D316CEAD6AE8B484160B5,D9003DAE4BBE6EA2E9D31F41FA1D181A,2013-01-01T00:09:00.000+01:00,2013-01-01T00:11:00.000+01:00,120,0.4,-73.99342299999999,40.722072999999995,-73.995804,40.716789,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,1.0
E6872EE57102DD7CE9DD99ED7A598B04,C57B1B9227148E5B58A796464492855F,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.53,-73.965057,40.714508,-73.96006,40.715672,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,1.0
E9ACD076FF53336D7C6793D9A8174D17,1B73ED5F789146CC08BEE1F15B3BDEA3,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,1.27,-73.953972,40.778786,-73.957138,40.7705,CSH,6.0,0.5,0.5,0.0,0.0,7.0,0,0,1.0
E9DAEC43BCCBD47B75C0E1DD854EF9E3,836FEA276F71AC9F815CA242F344B44B,2013-01-01T00:06:00.000+01:00,2013-01-01T00:11:00.000+01:00,300,0.94,-73.962097,40.773827000000004,-73.954895,40.76527,CRD,6.0,0.5,0.5,1.3,0.0,8.3,0,0,1.0
F2751CE89ED7E006D8E9C243FC31D01C,0747F87EFE3D6B5697F97607A6352962,2013-01-01T00:08:00.000+01:00,2013-01-01T00:11:00.000+01:00,180,0.32,-74.006699,40.744183,-74.004295,40.742298,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,1.0
BB24D772F7F29E567AF483AA831BC7F8,5DFFC5414852175457BDB0584131CAFC,2013-01-01T00:06:29.000+01:00,2013-01-01T00:11:43.000+01:00,313,0.9,-73.983467,40.730148,-73.98754100000001,40.739063,CRD,5.5,0.5,0.5,1.0,0.0,7.5,0,0,1.0
04F02712AFA8710872FC5208A59AE1A5,DC6D61237E906083BFD60741629E924A,2013-01-01T00:09:00.000+01:00,2013-01-01T00:12:00.000+01:00,180,0.59,-73.981049,40.778442,-73.98700699999999,40.776451,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
0D3E065CABB56819FE3318E7033101AD,160328592DE54EF7F8966E7BAA70CBF3,2013-01-01T00:08:00.000+01:00,2013-01-01T00:12:00.000+01:00,240,0.44,-73.995628,40.749218,-73.99155400000001,40.754807,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,1.0
1354F44EAEDF475B489A1E5D972FF9AC,DDCC2F0045311135CEE2B0F1BC044D9B,2013-01-01T00:11:00.000+01:00,2013-01-01T00:12:00.000+01:00,60,0.5,-73.956825,40.775085,-73.954727,40.777439,CRD,3.5,0.5,0.5,1.0,0.0,5.5,0,0,1.0
155F901F85492F44A8CB1AB6C47DCB7B,4E1A2ADC48C7E7C930085D2EA17D5DBF,2013-01-01T00:07:00.000+01:00,2013-01-01T00:12:00.000+01:00,300,1.24,-73.917358,40.699051000000004,-73.936615,40.702049,CSH,6.0,0.5,0.5,0.0,0.0,7.0,0,0,1.0
1A052D0501F70E8A989BA6BF44A72880,5428D441EB23C859AF5AEA63B3BB6897,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,0.84,-73.983727,40.743938,-73.987076,40.750443,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
1C3C83900062C9AA932F91C77854D1A0,8273185C81FE1125D847417D4A9B2727,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,1.42,-74.00165600000001,40.739360999999995,-73.988029,40.728771,CSH,6.5,0.5,0.5,0.0,0.0,7.5,0,0,1.0
26EB9B3D549523A9BFFD78A7B6E46CE8,B5019FC9647DA997DF657B952E837AB7,2013-01-01T00:08:00.000+01:00,2013-01-01T00:12:00.000+01:00,240,0.95,-73.987762,40.732479,-73.993561,40.741535,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
294CA1ED51546369C285BEE3F973B74A,4C30D84893514085F5DFF6CF1206C5FD,2013-01-01T00:09:00.000+01:00,2013-01-01T00:12:00.000+01:00,180,0.69,-73.986099,40.750504,-73.98835,40.744446,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,1.0
331D8A531C478116E641F325704D1C47,8083DBB9244C0FE04B90954F115A898D,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,0.99,-74.00688199999999,40.73505,-73.99297299999999,40.734051,CSH,6.0,0.5,0.5,0.0,0.0,7.0,0,0,1.0
3A70657B346085F18123C0081817DC21,37380E8B7845D6CF8B891F1803AB18EC,2013-01-01T00:09:00.000+01:00,2013-01-01T00:12:00.000+01:00,180,0.79,-74.006416,40.733093,-74.005608,40.726242,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
3C986A5B37BED41E7F0290241160984A,21F329870D049E7DB1B13B18A34B4552,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,1.42,-73.988663,40.734226,-74.000786,40.718517,CSH,6.5,0.5,0.5,0.0,0.0,7.5,0,0,1.0
3CACE6A20EB462544D4F0F3DA1303EDC,130328475AD7427AFDE50A846CA08B22,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,1.43,-73.96003,40.776497,-73.97908000000001,40.781765,CSH,7.0,0.5,0.5,0.0,0.0,8.0,0,0,1.0
418E2E585E5369B5A65C8B698DAE04B5,DD9ABBF45EC86DFD0E96AAAAB55AF385,2013-01-01T00:10:00.000+01:00,2013-01-01T00:12:00.000+01:00,120,0.87,-73.93804899999999,40.796684,-73.94162,40.78764,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,1.0
46502C7E16591EDFFE56198EC994347B,CEB31ED98D5A2A98A81C863BC05FC3FC,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,0.88,-73.987984,40.750038,-73.996643,40.750259,CRD,5.5,0.5,0.5,1.8,0.0,8.3,0,0,1.0
48AE7080A79B8F3CE4FCA10B9BBE0270,ED628A2BBE59E90472250180511AFDBA,2013-01-01T00:07:00.000+01:00,2013-01-01T00:12:00.000+01:00,300,0.79,-73.983475,40.752956,-73.97515899999999,40.755947,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,1.0
497EA6AC989E70C4912A3DF09AC49AC1,03F446E588244FA8CCA7C984C794685D,2013-01-01T00:09:00.000+01:00,2013-01-01T00:12:00.000+01:00,180,0.74,-73.96860500000001,40.786396,-73.96176899999999,40.779675,CRD,5.0,0.5,0.5,0.7,0.0,6.7,0,0,1.0
4C5499D290C5AE1CFA38DA186FE90F01,1BF7F429E0E77E775E6ED41E26CC6B72,2013-01-01T00:06:00.000+01:00,2013-01-01T00:12:00.000+01:00,360,1.84,-73.98136099999999,40.768303,-73.975197,40.790325,CSH,8.0,0.5,0.5,0.0,0.0,9.0,0,0,1.0
