medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,mask,to_be_fixed,date
5749FF186BDCDE110BF772A45A41BD69,B381B4149503A7448963CF9AA2B66202,2013-01-01T00:24:00.000+01:00,2013-01-01T00:26:00.000+01:00,120,0.64,-73.960327,40.775771999999996,-73.954636,40.783791,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
5ADE47CF8F60E045EA1159AB017F8169,9AD768BDD19507E3E8E339FC72785136,2013-01-01T00:25:00.000+01:00,2013-01-01T00:26:00.000+01:00,60,0.02,-73.976158,40.791183000000004,-73.97605899999999,40.791351,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
6210101AB5620CDF4DAD534F3652A75D,2C7D2EFF7686CFED6B777F0EA22EED43,2013-01-01T00:25:00.000+01:00,2013-01-01T00:26:00.000+01:00,60,0.01,-73.99176,40.754822,-73.99173,40.754829,CRD,15.0,0.0,0.5,3.0,0.0,18.5,0,0,4.0
8A1523D3DB02E26A5EDCBCD140F5148F,99F99E5E7AB15A717FBC322AFD43C218,2013-01-01T00:26:00.000+01:00,2013-01-01T00:26:00.000+01:00,0,0.02,-74.007851,40.747978,-74.007851,40.747978,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
B4ECEF9E360BAA71241937B7B7843C48,694DFD36B4D480C3A05E4B023C9ECF6E,2013-01-01T00:24:00.000+01:00,2013-01-01T00:26:00.000+01:00,120,0.37,-74.005814,40.742934999999996,-74.002831,40.739861,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,4.0
F40DBEC4AFCC4B8A151C04EA153B0E08,21B9D853F334120578CED575CCA5CA8A,2013-01-01T00:26:00.000+01:00,2013-01-01T00:26:00.000+01:00,0,0.03,-73.994652,40.718773,-73.994438,40.719273,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
20A8E71A40F372EFE0DC25B24873D601,E29884A57D9F641B0AB9BB7710F4EE8A,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.6,-73.987701,40.722778000000005,-73.983147,40.728241,CRD,4.5,0.5,0.5,1.25,0.0,6.75,0,0,4.0
4249B897FF892571FEFFAB2BCE293565,BB363EA77C35E89EA4DE0E3B9AA5F230,2013-01-01T00:27:00.000+01:00,2013-01-01T00:27:00.000+01:00,0,0.0,-74.008926,40.715931,-74.008934,40.715919,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
4B3FEE6BF0F51D5A60876553B8BA7D00,14FD25A12EC92832E7164AD126D41B8F,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.34,-73.946411,40.776894,-73.95121,40.77771,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,4.0
4DF0F508772326326DCBAEA86760564C,07A0DB52FD6860329E48DCE40514C0FE,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,1.09,-73.96627,40.75399,-73.957352,40.765945,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
5299FB9056C90720635BF231B668338A,870535AA4DA70387DDCF00C2F9B7FB6E,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.62,-73.989738,40.731068,-73.985535,40.735676,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,4.0
5CA47E9F50E4FF0684AD04BD08DAE8EA,B2E7D7CBB9A950C82D205FBC5F7C8F72,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.53,-74.005836,40.740383,-74.00032,40.742717999999996,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
61297C1AA174751D48889E036AFC745B,408C3E587CCFDB8172839EF878D80F61,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.18,-73.982025,40.731091,-73.978943,40.729778,CSH,3.0,0.5,0.5,0.0,0.0,4.0,0,0,4.0
6655117D911B4926A8C008DCD92D53E7,88CB7A1006DB184386777ACF070430A9,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.9,-73.95768000000001,40.776669,-73.965408,40.766006,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
6F4D9CF35C3C619BEC72D0F47F79FC61,B190C2D1B512AAE64E35152CAF94CD27,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.97,-73.96530899999999,40.771915,-73.958435,40.781528,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
7A138A34B75F17B789E2B9E9E597FC40,F34E49EA0A7933A2708D0F0356FFF420,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.7,-73.959473,40.769287,-73.955559,40.776573,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
9E001B1E0A0BE88D4FA5D595390039DA,A944E9332DD2C70D2A840DD6EE6A084D,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.77,-73.97261,40.758362,-73.97261,40.758362,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
A910CF5A84FFE5F10B8CCBC06CC5F944,DF88080A383D5329FFED9DF2F79BC76C,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.53,-73.96028100000001,40.770569,-73.96485899999999,40.766815,CRD,4.0,0.5,0.5,1.0,0.0,6.0,0,0,4.0
B256D92E6545B1DACE2FDE0C1CCEAF5A,3219E92331615928C874C63D32616BC3,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.06,-73.983749,40.676311,-73.983345,40.676860999999995,CSH,3.0,0.5,0.5,0.0,0.0,4.0,0,0,4.0
B3A52AF806864AFC091C4388D08C0D9D,7349C016C962B0DC11F6D808D5C2655A,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.79,-73.954124,40.778652,-73.944969,40.774971,CRD,4.5,0.5,0.5,5.0,0.0,10.5,0,0,4.0
CB93B00B0DA34D8675A8502D51A05E27,FFA65F0FE4DB15F8CC6C9FB0C7431C02,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.55,-73.99778,40.756687,-73.99445300000001,40.761063,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
CDD5FEE98453AA7988C3478FB9EC2582,BBE8A0EBF017FD387C5AB75195EE0AFD,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.34,-73.984413,40.720165,-73.987122,40.722771,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
DA62C464BEEDE22A00431243753511CD,212E36A8919F461F95C21FDDD7D1C0E6,2013-01-01T00:26:00.000+01:00,2013-01-01T00:27:00.000+01:00,60,0.0,-73.99874100000001,40.734707,-73.998711,40.734722,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
DBE7422E79192B5F654FE1FE02526125,3425B0AE345C5731E66164898A2D9B08,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.71,-73.97608199999999,40.744854,-73.974968,40.750336,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01T00:25:00.000+01:00,2013-01-01T00:27:00.000+01:00,120,0.77,-73.972359,40.793743,-73.967827,40.800644,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
E869D5C852BCDB2A8B014C518DF96EBC,A51E116070A7FB10774FC4D74739745B,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.52,-73.97135899999999,40.762959,-73.964737,40.764908,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
EE1F563A210B5D049B8858CA054B4C67,3404C22A673B0603FDCF1055C87799EC,2013-01-01T00:24:00.000+01:00,2013-01-01T00:27:00.000+01:00,180,0.42,-73.957497,40.765984,-73.96129599999999,40.768871000000004,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
0531373C01FD1416769E34F5525B54C8,BB74475B0BE011FE07C14D2C4FA75D23,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.86,-73.98848000000001,40.670338,-74.00029,40.674061,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
0ED0E5D3607E0B9C529F83225FF3946E,4C9B1381FFCF30D718F0CD7DC565973E,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,1.06,-74.000008,40.728660999999995,-73.99730699999999,40.736717,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
18F11AB7B8E48739B14DA4C4314F99FC,CABFA7E28A15A656CF1B30D141B72414,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.68,-73.966927,40.760791999999995,-73.957886,40.762015999999996,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
255A42BD2F141F714826C2E15521B552,53CEEDC1AC6D89C2C2177460AC36B6AD,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.93,-74.014847,40.709365999999996,-74.008728,40.719177,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
25C658F4C40A8699C1A363391813FB7A,181D6924F0D9DAD0588CC320A4CECBAE,2013-01-01T00:26:00.000+01:00,2013-01-01T00:28:00.000+01:00,120,0.5,-74.00412800000001,40.731243,-74.012596,40.717040999999995,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
310BD49048FEFE1DC327D71B14EE30F6,55868F926938506EA29C67AEF7EE8825,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.72,-73.95566600000001,40.768562,-73.962006,40.773762,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
39C31922F7C2A7FED7294A281105872E,F5F32E4E5508BAE06298F105ACA90789,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.92,-73.974419,40.783131,-73.96513399999999,40.791096,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
55D311AD2752BC278BEF7386B25B28A9,FD84A4F6F6BF4158BC5F2312478BA191,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.92,-73.87305500000001,40.774165999999994,-73.873863,40.766033,CRD,5.0,0.5,0.5,2.0,0.0,8.0,0,0,4.0
57620FB7786B35FDEE1F99BB3F438FD7,C1EE650DF2F74646C7A80A12195CB972,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.93,-73.949051,40.775928,-73.95813000000001,40.769337,CRD,5.5,0.5,0.5,1.5,0.0,8.0,0,0,4.0
5A107580BB40D06A40407CE799382C85,0EA76FD0F27DC30FF6550F42992B937A,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.58,-73.960617,40.772655,-73.95991500000001,40.776451,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
5B0FD6A16E5E0A07C24634FF81E48684,C464B29781E7D08CE805B17BD2985AB2,2013-01-01T00:26:00.000+01:00,2013-01-01T00:28:00.000+01:00,120,0.65,-73.951553,40.713631,-73.950089,40.718369,CRD,4.0,0.5,0.5,1.35,0.0,6.35,0,0,4.0
6400F648F727B3D063956246D2FF3DC4,D41A94A36A3E66908660843DFC69F321,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.41,-73.988426,40.745948999999996,-73.985535,40.742241,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
6FF726AB9196E92EC67BFB86A5F38C24,BF5BB8B95DECD8CB64044C024835604F,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.83,-73.96714,40.772354,-73.95818299999999,40.768761,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
7EE820827C3806BB69720C14B64EA031,2994C8862F2484840750866ADEAFE2D6,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,1.01,-73.96108199999999,40.765202,-73.969208,40.754013,CRD,5.0,0.5,0.5,1.0,0.0,7.0,0,0,4.0
7F8C92A480CEFBD1B7A1014F900F4D51,95CDD1EF32562D299F9E2483D2EB80D0,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.73,-73.953812,40.778690000000005,-73.95450600000001,40.77412,CRD,4.5,0.5,0.5,1.5,0.0,7.0,0,0,4.0
9257E42BC0D6C7DA8D6A4C6EC5B94A40,5EDDBA1F1B5BD29702BBCEA251A99496,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.67,-73.994446,40.732155,-74.002792,40.733353,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
97A12ACC40B7F500B40A311820DCF882,D88BA4D5293C460A2A56984826639A3A,2013-01-01T00:25:00.000+01:00,2013-01-01T00:28:00.000+01:00,180,0.52,-73.985107,40.717758,-73.988625,40.718781,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,4.0
A610EB76A2EA1260A22A3526F3261AC3,44E4955DE359FE7F991A41E25A608ECD,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,1.0,-73.95779399999999,40.801173999999996,-73.96904,40.798607000000004,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
B2B69AFD2DA6D062254F94F91E5265AB,751EE304AD669A5C9E6110A21A913E2F,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.89,-73.976372,40.748276000000004,-73.97776,40.742278999999996,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
CF1FFD4B9486564C050CEE622F25FFB8,57DFEF7BB4C49B12470AE8B367EF4AEA,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.71,-73.97393000000001,40.760532,-73.989639,40.776302,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
CF72BBD4470B9F1A6C2FB4DD54D56A56,DA1CA5E37E96DB8DA9F038C43ABEE62C,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.01,-73.99778,40.763939,-73.997375,40.763767,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
D016579A75E4CE55318982411D369844,01060D63D29CE42C8CBBB5412B6FCE56,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.5,-73.968254,40.770908,-73.96191400000001,40.767853,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
D8B129CEEE80E8B848DC00FAD3A0955A,2BAD1D369447157D7DAB67E67309AA44,2013-01-01T00:27:00.000+01:00,2013-01-01T00:28:00.000+01:00,60,0.02,-73.982384,40.775375,-73.982201,40.774815000000004,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
E12AAA89CF4777BC0E72510515F57BD1,61557CF97967EC3D5BDE4BFBDDECFD70,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,0.6,-73.985085,40.719109,-73.988037,40.723862,CRD,4.5,0.5,0.5,1.25,0.0,6.75,0,0,4.0
E8EF232251DD56016C0DC957F69EDEDF,58EC2C955DDDE92CCCA90882CD90056D,2013-01-01T00:26:00.000+01:00,2013-01-01T00:28:00.000+01:00,120,0.47,-73.96405,40.774555,-73.972763,40.763168,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
F0BC6D487F643F133948F12958855912,598E9DA87FA7FC33355ACCE1C4AD3684,2013-01-01T00:28:00.000+01:00,2013-01-01T00:28:00.000+01:00,0,0.04,0.0,0.0,0.0,0.0,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,4.0
F4C06176C4858D1C6AEFCC5D99F40691,1E9D7DBEC4C029EB75337DB823298FD3,2013-01-01T00:24:00.000+01:00,2013-01-01T00:28:00.000+01:00,240,1.02,-74.00708,40.743629,-73.997681,40.756355,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
04C731091D60CE8356322C8AB24253B0,95EE2861F2F75641EBEDB1A453BC3148,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,1.02,-73.967857,40.793071999999995,-73.970413,40.800709000000005,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
05656E0120B5B5A98016D9015A84A2C6,90CF07326407C06E56C1B67837EA90BB,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,1.22,-73.960999,40.780941,-73.980026,40.78986,CSH,6.0,0.5,0.5,0.0,0.0,7.0,0,0,4.0
05CBBA266C228F2E5DB81C94F32A3E84,798B8485F641D6C21335BB68F13A47EB,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.49,-73.95438399999999,40.769943,-73.974548,40.790813,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
05E791EBACCC57E096D5847D34589DF1,DFD05A98D143AD173A8A0EE3C81CAC34,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.68,-73.99855,40.722954,-74.002876,40.728249,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
06F7086BC8CC3CB629115748433379D2,503EF4F67B0E994118A889BFD8E1A302,2013-01-01T00:27:00.000+01:00,2013-01-01T00:29:00.000+01:00,120,0.62,-73.94950899999999,40.776844,-73.955147,40.7733,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
0A7E2DB544D098553DDEF21DE361DD95,2926D6ABE3516E16721B011F777E8178,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.61,-74.00541700000001,40.739979,-73.999985,40.743140999999994,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
0DE106C22F91831CF67D04EAE7973F02,CA93DFED15A69BE2DD005AB733701156,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.92,-73.9786,40.745243,-73.971161,40.755608,CRD,5.0,0.5,0.5,1.1,0.0,7.1,0,0,4.0
0E118EB8E7FD2ED2A8EBDC64F96980FD,5A4B1DF3D0310BEC79F91F09A20AE64C,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,0.72,-73.97835500000001,40.750919,-73.97835500000001,40.750919,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
11815B094F2F5B2399C3FB55263E5E00,C05B8D7C7495BA9FCE472F48F8605DEA,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.61,-73.958839,40.780891,-73.952522,40.786549,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
2C17E26754ACAC139C619D6A5C50D443,19E8CBCDC551014B5DF61DFF3EC25523,2013-01-01T00:27:00.000+01:00,2013-01-01T00:29:00.000+01:00,120,0.61,-73.997383,40.761337,-73.998016,40.756226,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
2D5503BFA22EB258CAB62F31F8F98C87,BF6BEFF029254A2AC1DEFA22363A743F,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.88,-73.968536,40.80014,-73.975868,40.791649,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
2DAE00EB0F9995111A4E4BF713BDACB9,40811264DA067FF70639E1910E4E10FD,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.93,-73.98671,40.739540000000005,-73.976814,40.78529,CSH,5.5,0.5,0.5,0.0,0.0,6.5,0,0,4.0
2F23DB94BEC8DB54832F7CD4EDFFCDBE,83346B217844D60C73750804748A7533,2013-01-01T00:27:00.000+01:00,2013-01-01T00:29:00.000+01:00,120,0.59,-73.95916700000001,40.780201,-73.956001,40.784771,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
4138664DFDC7A66798F29EEAC8A9A157,CE1BA3866BD1992B5326D34F513E85D9,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,0.73,-73.967842,40.760353,-73.975166,40.752556,CRD,5.5,0.5,0.5,1.5,0.0,8.0,0,0,4.0
43A470E49950BEF5E3AA469451D1D712,8054C608663B2B75A5CF15456090C863,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.66,-73.993675,40.736755,-73.994118,40.741158,CRD,4.5,0.5,0.5,1.0,0.0,6.5,0,0,4.0
473F8BEE132DA75D4E0E9D0B7BC26B0F,3C505237A2F73AD08631060B95C3082B,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,1.29,-73.953819,40.785362,-73.962486,40.770153,CSH,6.0,0.5,0.5,0.0,0.0,7.0,0,0,4.0
4F113FA705089DCA788671B63C766061,6F0491CA44081C73271FC9820DCF7973,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,1.1,-73.94989,40.772213,-73.961555,40.764385,CRD,5.5,0.5,0.5,2.0,0.0,8.5,0,0,4.0
5FA99F37F2DDEF9CA86D2A34D2C8CEB7,842417100E4480C5FBB2C1FE0F5E2B40,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.76,-73.972092,40.762363,-73.97274,40.756161,CSH,4.5,0.5,0.5,0.0,0.0,5.5,0,0,4.0
67DEEE68E3570467630372DF03F23AF1,A7F9B778F84DE7BF0E797AB01AFBFCA3,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.79,-73.984993,40.748142,-73.986427,40.740292,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
6902E3F375899EAFC50A40DBD191D340,66B4EE733C17E1CCDC8A43B1C22E6A10,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,1.43,-73.971947,40.763565,-73.957901,40.778763,CRD,6.0,0.5,0.5,5.0,0.0,12.0,0,0,4.0
6F910ABF764B977205E7F0A0ED98534C,205994280475874B569FC4213BC36605,2013-01-01T00:29:00.000+01:00,2013-01-01T00:29:00.000+01:00,0,0.28,-74.000633,40.737347,-74.001434,40.736195,CSH,3.0,0.5,0.5,0.0,0.0,4.0,0,0,4.0
767045626AD7F8C99012DFD79473C546,ABA928085841552BFED014F8D7499688,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.35,-73.99542199999999,40.759754,-73.99137900000001,40.76125,CRD,4.0,0.5,0.5,0.9,0.0,5.9,0,0,4.0
76E365EFACA80AA169AD6E1D559486C3,5EFA27D90EE70F2064EF6328F97CEBE3,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.87,-73.969849,40.799915000000006,-73.978409,40.790015999999994,CSH,5.0,0.5,0.5,0.0,0.0,6.0,0,0,4.0
7D63AD18916F344C67DEFA49A4C78038,426A197556B1E2E55FF3BF248CD0E3A6,2013-01-01T00:25:00.000+01:00,2013-01-01T00:29:00.000+01:00,240,0.7,-73.96572900000001,40.754372,-73.968048,40.759716,CRD,5.0,0.5,0.5,1.1,0.0,7.1,0,0,4.0
83D19F7D4A52B852528AB03FF71BFDC9,6F5940CCC8DC55DA5F2A6978EF02ADFD,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,0.69,-73.999115,40.749446999999996,-74.00663,40.744308000000004,CRD,5.0,0.5,0.5,1.0,0.0,7.0,0,0,4.0
848AC8C699E0BE2A7A04605006116745,C0DA63ED630019FF434B139F8AE35117,2013-01-01T00:26:00.000+01:00,2013-01-01T00:29:00.000+01:00,180,0.38,-73.983284,40.730476,-73.986885,40.729735999999995,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,4.0
87CDD10EC56CB55A6F92D872A16AECCD,1E7BE69147C4DA59271C9B8A7E58A64A,2013-01-01T00:24:00.000+01:00,2013-01-01T00:29:00.000+01:00,300,0.87,-73.961128,40.777828,-73.946846,40.77243,CRD,5.5,0.5,0.5,1.2,0.0,7.7,0,0,4.0
