medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,date
1AABA654E5ABF4F25333847479904504,0D5AC420758EA96775D233FC8529983A,2013-01-01T00:13:00.000+01:00,2013-01-01T00:15:00.000+01:00,120,0.41,-73.98159799999999,40.720871,-73.98764,40.721515999999994,CRD,3.5,0.5,0.5,0.8,0.0,5.3,2.0
29111C0EE74A4E6827790CB28880FD76,CBB3E0D99C02B3998EE7A009857A375D,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.23,-73.96300500000001,40.770924,-73.962128,40.768627,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
3C91D87EA60B8770E5DD4417FB49940A,AE49AB14431B77078D7BE143A25DEE1A,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.36,-73.974571,40.748474,-73.97702,40.752029,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
446E1B1F55E0453FF2B561AD7B69D3AB,B999B45550FDA8DDA6E5879B11410196,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.64,-73.948944,40.776691,-73.952499,40.772265999999995,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
5A4CC147F392709E66617AD9661A45B4,2A7E4F66DDF5594E191167642DB87FEA,2013-01-01T00:13:00.000+01:00,2013-01-01T00:15:00.000+01:00,120,0.34,-73.982285,40.771553000000004,-73.982185,40.768383,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
6E9C8DD7496E0A661CBA1301E552B4DA,8F7455015E20EBE81B953C3319E6495C,2013-01-01T00:13:00.000+01:00,2013-01-01T00:15:00.000+01:00,120,0.5,-73.945267,40.807575,-73.93940699999999,40.805176,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
8059555A7F3C2D7A5D51558A19B3D2A9,F2046412DD95A6D6014D0D894D6E76DB,2013-01-01T00:14:00.000+01:00,2013-01-01T00:15:00.000+01:00,60,0.01,-73.97578399999999,40.776325,-73.975769,40.776325,CSH,2.5,0.5,0.5,0.0,0.0,3.5,2.0
A610EB76A2EA1260A22A3526F3261AC3,44E4955DE359FE7F991A41E25A608ECD,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.82,-73.943436,40.811104,-73.93802600000001,40.819511,CRD,4.5,0.5,0.5,0.0,0.0,5.5,2.0
D629A960F38A79DB5BDAFA2152E36294,F30AB4AFAB75AFF55485566CC918F96B,2013-01-01T00:14:00.000+01:00,2013-01-01T00:15:00.000+01:00,60,0.37,-73.95506999999999,40.773185999999995,-73.95694,40.770725,CSH,3.0,0.5,0.5,0.0,0.0,4.0,2.0
DDBFC33EB42056E1DFC8E8F356EE5527,01B29D252EE4832BBECF78DDC9BFAD42,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.73,-73.953758,40.778755,-73.94783000000001,40.787273,CRD,4.5,0.5,0.5,1.5,0.0,7.0,2.0
EC40407B1C9B2539F4D0ABA549D02C22,C4C4EF9A7867B9C7B4C36EF9606EBA34,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.55,-73.927994,40.744011,-73.92182199999999,40.741879,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
F2751CE89ED7E006D8E9C243FC31D01C,0747F87EFE3D6B5697F97607A6352962,2013-01-01T00:12:00.000+01:00,2013-01-01T00:15:00.000+01:00,180,0.53,-74.002464,40.74131,-73.999619,40.743706,CRD,4.0,0.5,0.5,1.12,0.0,6.12,2.0
0964BAF015F74B4E628615EAFD0E2D57,7E66412D458E5647D89606082F91A5F4,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,0.86,-73.949242,40.772648,-73.95565,40.776447,CSH,5.5,0.5,0.5,0.0,0.0,6.5,2.0
0B3F2B0EF39CEDFAD933992382471806,E009BC092F8A930D0450B62BE192CF9B,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.8,-73.986626,40.776657,-73.98140699999999,40.784081,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
163C6226E3854A7456A717EB361687B7,3A63A7A7F9DD942BD29C001555FC5B27,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.5,-73.985229,40.747482,-73.97979000000001,40.746521,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
40C58619FCA4B6298338F0D9EFB252ED,AF86BA0B04B68E3CFA055CCB67E0F12A,2013-01-01T00:16:00.000+01:00,2013-01-01T00:16:00.000+01:00,0,0.0,-73.95371999999999,40.801838000000004,0.0,0.0,CRD,52.0,0.0,0.5,1.0,4.8,58.3,2.0
4C522615874682EA62B5789AE8B71F9F,00B7691D86D96AEBD21DD9E138F90840,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,0.0,0.0,0.0,0.0,0.0,CRD,3.5,0.5,0.5,0.12,0.0,4.62,2.0
4CC2550537495D80D862E615B8778A03,A2F2A582B9110AEDD716EC3C05E32A1F,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.55,-73.963539,40.77433,-73.958015,40.774673,CRD,4.5,0.5,0.5,4.5,0.0,10.0,2.0
4CF1844ACD94BB5936B1774FC8B671C2,66E56B7D4FC5D1690A074070DA3B6CF5,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.03,-73.98674,40.751521999999994,-73.98640400000001,40.751808000000004,CRD,4.0,0.5,0.5,0.0,0.0,5.0,2.0
55075E499DAAF24FF94725A7145F92E9,682501DF9EFED6A59487E5385F4F3070,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.73,-73.991005,40.728161,-73.985237,40.732490999999996,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
67ECEA008EF4B5C5C023B2D41FADDA6B,F5FBCCEA1D840B81E06FC9E7A3F7E95F,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.87,-73.966957,40.75708,-73.974419,40.746947999999996,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
7B32326EAD6ACE4314E0C90ECEF8D291,0689CB393E1B25980674BEF1F0AB14DA,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.71,-73.967209,40.772422999999996,-73.96775799999999,40.766155,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
A414BE9D16F60D56323D4C65BCF8914C,9D6C7F7F5E6E6376460BEB72791649C3,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.96,-73.96721600000001,40.763634,-73.973221,40.753840999999994,CRD,5.0,0.5,0.5,1.1,0.0,7.1,2.0
A6C0D15006C7592E686798E025293BDD,0195CB82D3A71324577ACCC886D6F34B,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,0.76,-73.95386500000001,40.717583000000005,-73.950867,40.723751,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
B6585890F68EE02702F32DECDEABC2A8,2E0CA2421982DDF5DC7574CFA58DBC84,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,1.07,-73.961777,40.795715,-73.971565,40.782272,CRD,6.0,0.5,0.5,1.95,0.0,8.95,2.0
BF531639AF055549C58FFFFE3B93EA27,D807D82BDB549D501B0F611C733DBC19,2013-01-01T00:14:00.000+01:00,2013-01-01T00:16:00.000+01:00,120,0.18,-73.986145,40.722301,-73.987946,40.720905,CSH,3.0,0.5,0.5,0.0,0.0,4.0,2.0
C0A9818C5CFB524F33AA00BAE3BA4F58,44F3C9EDD6F4E7F018E1217C7A1D4089,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,0.89,-73.98767099999999,40.732566999999996,-73.989868,40.724731,CRD,5.0,0.5,0.5,1.0,0.0,7.0,2.0
C251B99766928BB4A84336FEDE03C954,D88670481737B727C6DEDC2CD9F8EAFD,2013-01-01T00:14:00.000+01:00,2013-01-01T00:16:00.000+01:00,120,0.44,-73.99434699999999,40.719291999999996,-73.992226,40.725075,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
C524F426D920EAA2855BD2EBE4AF9DBE,52E48787B2ACA02E0508DB9ECFB97CED,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.69,-73.985573,40.747046999999995,-73.985146,40.739643,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
E79E74C15D90CD93B1564E91E3D64765,145038A0CC99D6982D8001BE668154CA,2013-01-01T00:12:00.000+01:00,2013-01-01T00:16:00.000+01:00,240,1.14,-73.963638,40.777176000000004,-73.96755999999999,40.787704,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
F4FA02D140DE01950D4691AAFC9AAC8F,C8BF793D9F26A6FDFE79DF49068F3068,2013-01-01T00:13:00.000+01:00,2013-01-01T00:16:00.000+01:00,180,0.63,-73.976463,40.788536,-73.97998,40.781310999999995,CRD,4.5,0.5,0.5,0.0,0.0,5.5,2.0
F8A0B52B22BB58B3C45E66CEE135C29D,00B7691D86D96AEBD21DD9E138F90840,2013-01-01T00:14:00.000+01:00,2013-01-01T00:16:00.000+01:00,120,0.0,-73.937744,40.758297,-73.937828,40.758312,CRD,3.0,0.5,0.5,0.05,0.0,4.05,2.0
0399AE27CC8809B4655FEEB775CB2D86,CC0F01DBEE1E959950FC1CA073F34EC8,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.66,-73.956375,40.717037,-73.962074,40.717777000000005,CRD,5.0,0.5,0.5,1.1,0.0,7.1,2.0
03B0493FEB9C714754477C4B816B7B73,00B7691D86D96AEBD21DD9E138F90840,2013-01-01T00:16:00.000+01:00,2013-01-01T00:17:00.000+01:00,60,0.0,-73.802734,40.705162,-73.802734,40.705162,CRD,2.5,0.5,0.5,0.29,0.0,3.79,2.0
06F4759785554F5D0E6DDFB42D320158,7ED3BA58BF0EEC894B89BF7BCE26ACC1,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.02,-73.989395,40.738464,-74.000031,40.730568,CRD,6.0,0.5,0.5,1.95,0.0,8.95,2.0
1414004DB686783EA7BB544499B0E92F,DFB5C60B9939F7277565F7CBE4154306,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.73,-73.99006700000001,40.725697,-73.990181,40.732052,CRD,4.5,0.5,0.5,1.0,0.0,6.5,2.0
149298F6D390FA640E80B41ED31199C5,238F4FBA2BA68DAEC6F81EC0F57D9A4E,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.21,-73.983994,40.737567999999996,-73.97179399999999,40.746185,CRD,6.0,0.5,0.5,1.0,0.0,8.0,2.0
1AE36AD0E461300B492D14DAF055BDF1,46E9C2FF505F10B97E6B2FDBAE5BC683,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.34,-73.974876,40.761963,-73.97818000000001,40.757771000000005,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
2784C9AEF246A2A01010C488B84E93D1,97382B6F8FF2689A111899466FB9281A,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.27,-73.985031,40.773983,-73.985031,40.773983,CSH,6.5,0.5,0.5,0.0,0.0,7.5,2.0
2A1A880745E00DC1EBF3A3F32D1DB8F6,459275F8416EFCE68245726C98353805,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,0.88,-73.987877,40.732353,-73.995407,40.73856,CSH,5.5,0.5,0.5,0.0,0.0,6.5,2.0
2B86DF994CCFB8E6F18593259B18CD8D,8581CA6A8D22F71DD27A6F46915C17CB,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.29,-73.978859,40.777588,-73.974007,40.789799,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
33E72FD3FB448499AAB5672CA571CE09,2C950F220AFB46EDB83D7D6F0478B32D,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,0.96,-74.003906,40.743034,-74.000671,40.747921000000005,CSH,5.5,0.5,0.5,0.0,0.0,6.5,2.0
3EC8BDDA70B148A45686D2BC098108AC,F153D0336BF48F93EC3913548164DDBD,2013-01-01T00:16:00.000+01:00,2013-01-01T00:17:00.000+01:00,60,0.29,-73.999634,40.72847,-73.995186,40.726295,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
3F49A283797948721FFA96799E1781F4,C51964E08571AC6BAB3D43FCB0A7A417,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.76,-73.9925,40.736031,-73.99339300000001,40.733093,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
4253F1D027860750AA6C11DFF3373DA5,79E13EB1791066C5DCD939829C0F4972,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.12,-73.995018,40.743809000000006,-73.981148,40.737553000000005,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
45D173020DFC572685886B5EF768FE4D,A373F9F74AE51A277A29ACEBDBB3F41C,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.4,-73.996658,40.731796,-74.002167,40.733608000000004,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
48A25A25F2CA4C303C5DE599B421DAD6,8DF721D64BE6AA7D7B9B558E9F548029,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.6,-74.009224,40.716312,-74.007835,40.724072,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
5CA47E9F50E4FF0684AD04BD08DAE8EA,B2E7D7CBB9A950C82D205FBC5F7C8F72,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.57,-73.984818,40.742867,-73.992531,40.746246,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
5D2AF934389358F121B59D6DD4A33DCA,5264AC4B8696F349080DC3492ADFB69C,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.37,-74.00458499999999,40.742233,-74.00788100000001,40.739391,CRD,3.5,0.5,0.5,0.8,0.0,5.3,2.0
5E12C0553CB579E9B835D4BBD703FB34,D543FDE805C5975D87AA7DCEAD533E37,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.41,-74.001694,40.735690999999996,-74.007317,40.717564,CRD,6.5,0.5,0.5,1.4,0.0,8.9,2.0
62071C6153AFE116A899048159442A2C,B55C6BF3415426929A9412FBE2895B33,2013-01-01T00:15:00.000+01:00,2013-01-01T00:17:00.000+01:00,120,0.48,-73.98653399999999,40.722198,-73.98172,40.72076,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
6BF5A195328EDEACD63117F2A205BEAB,E92912B91D2F47A2F25D199835B06998,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.09,-73.982185,40.768516999999996,-73.981659,40.767666,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
7D8BB524AC8B84010BB06F529D12B340,42A6868ECEEA6725A4931D9B5B525335,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.15,-73.98054499999999,40.783302,-73.99076099999999,40.771099,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
8E844C821B9EC48D1C98B15C25682F19,328E71B100979680B8198BBB573A3372,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,0.69,-73.988014,40.720729999999996,-73.99166899999999,40.726597,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
91D356E294A21DF3E8CEFA4FC2D1345F,7DF24962858A4FC9964BDBF7872BB446,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.85,-73.99481999999999,40.760239,-73.988213,40.769622999999996,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
9B5BE818E3C04896687FFD3C4BF5555F,4D85F9862CD0E1675B0946F1A4535B42,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.91,-73.949173,40.781658,-73.954613,40.770607,CRD,4.5,0.5,0.5,1.0,0.0,6.5,2.0
9C79E336DE8988E71F83F98D4E9210DF,E3CAE9E83D559B465670FA5E89D2B870,2013-01-01T00:14:00.000+01:00,2013-01-01T00:17:00.000+01:00,180,0.55,-74.003571,40.748421,-73.997047,40.750397,CRD,4.0,0.5,0.5,1.12,0.0,6.12,2.0
B0B39A24031CFBFACCAFC9B905E6FBC3,4A4C58247AFA4AE236BC4BE1AA4865DA,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.04,-73.995384,40.721603,-73.987732,40.732483,CRD,6.0,0.5,0.5,1.3,0.0,8.3,2.0
BB02801F232FE86D4F1897BAF69D4AA8,72C8F74ECFE27FD5C6E1271285C24461,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,0.33,-73.97627299999999,40.751289,-73.980301,40.751495,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
C306CAC565429C12852164EB38175736,E255D5DFB9A967B9D55472A4D7ABA428,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.79,-73.957001,40.770809,-73.949051,40.773323,CSH,5.0,0.5,0.5,0.0,0.0,6.0,2.0
C774BC34AA3A456E49A2FFAF3AFEB751,2DAA48C24DFA3BD957450549763DB6D0,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,1.17,-73.972023,40.797081,-73.980614,40.785121999999994,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
CADF248C48EC7E185B489914485D8271,B54C105BE3FCC86D18158D3495179253,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,0.65,-73.998207,40.745585999999996,-73.99274399999999,40.75349,CRD,4.5,0.5,0.5,1.25,0.0,6.75,2.0
CE9AD89BCD75060B067F7E9157BE1403,512CD65C25B26CC01218770B9FEFD799,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,0.89,-74.00421899999999,40.751743,-74.00341,40.743633,CRD,5.5,0.5,0.5,1.8,0.0,8.3,2.0
D345D558D1922836418890C90E375DBD,D5890D249C80F0CDD13EA40688B6B4F8,2013-01-01T00:17:00.000+01:00,2013-01-01T00:17:00.000+01:00,0,0.07,-73.99589499999999,40.744147999999996,-73.984932,40.728096,CSH,2.5,0.5,0.5,0.0,0.0,3.5,2.0
F2BBF25EAEA65ED65C068F3608D97634,5D3BA068222EC8DC9852EF2C0F2989A5,2013-01-01T00:13:00.000+01:00,2013-01-01T00:17:00.000+01:00,240,1.3,-73.964844,40.792755,-73.978134,40.783192,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
F6D3816AA5A0C24DE107AC490013796F,C366E9008ABFBF7048C64B54A6259549,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.43,-73.969078,40.689426,-73.956856,40.687191,CRD,6.5,0.5,0.5,1.4,0.0,8.9,2.0
FDBBD26BE134E0557CB277EFDFC8BC0F,AFE8E76F505E18EACC464787BBB2E763,2013-01-01T00:12:00.000+01:00,2013-01-01T00:17:00.000+01:00,300,1.54,-73.975922,40.781513000000004,-73.968582,40.796496999999995,CSH,6.5,0.5,0.5,0.0,0.0,7.5,2.0
012F172C0351A4767F60F6B6B2CF9E86,7630F6BAD49378062A60E0101941DB29,2013-01-01T00:17:00.000+01:00,2013-01-01T00:18:00.000+01:00,60,0.14,-73.987595,40.732632,-73.986961,40.733601,CSH,3.0,0.5,0.5,0.0,0.0,4.0,2.0
02928AFF13D7E2BEA7FC7988527965F5,78F3E4885288384F944EF0E1DDB01DC2,2013-01-01T00:14:00.000+01:00,2013-01-01T00:18:00.000+01:00,240,1.15,-73.976425,40.79105,-73.97827099999999,40.778290000000005,CSH,5.5,0.5,0.5,0.0,0.0,6.5,2.0
06808F2B069EBFA72B16977B7C4672C4,8579ECF890502494F66C689A15167D70,2013-01-01T00:15:00.000+01:00,2013-01-01T00:18:00.000+01:00,180,0.66,-73.993187,40.742184,-73.983757,40.738182,CSH,4.0,0.5,0.5,0.0,0.0,5.0,2.0
06D29AF4D2C6C5A9E08FAC8F7FB425F5,131D69B83EE0B37FDB70B5A948F5CB9B,2013-01-01T00:12:00.000+01:00,2013-01-01T00:18:00.000+01:00,360,0.77,-73.954277,40.778248,-73.961998,40.773682,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
0A3A4F67D5AAFC3581DAF2CD48622839,09D597DB5E0D16B9E9EBFBF98A7083CA,2013-01-01T00:15:00.000+01:00,2013-01-01T00:18:00.000+01:00,180,1.6,-73.976067,40.740219,-73.961533,40.760418,CSH,6.5,0.5,0.5,0.0,0.0,7.5,2.0
0D0DD62C39826CDB4BAD198BC3968811,C42A3B194AD0DB7CB8429417B63B7812,2013-01-01T00:12:00.000+01:00,2013-01-01T00:18:00.000+01:00,360,1.13,-73.96605699999999,40.773724,-73.95459,40.783913,CRD,6.5,0.5,0.5,5.0,0.0,12.5,2.0
120E700FE35B2DDBEA4D64CCCF02C808,3EDDD1433E2276DF9F9BDC3997C4BD47,2013-01-01T00:14:00.000+01:00,2013-01-01T00:18:00.000+01:00,240,0.46,-74.00541700000001,40.739788,-74.00014499999999,40.737991,CSH,4.5,0.5,0.5,0.0,0.0,5.5,2.0
1BAAF73C51D8FB7A324BD70A010184D0,C5C60CBDF42738123077D22438529F3D,2013-01-01T00:13:00.000+01:00,2013-01-01T00:18:00.000+01:00,300,0.74,-73.982445,40.751293,-73.992142,40.749226,CRD,5.0,0.5,0.5,2.0,0.0,8.0,2.0
1D3309955FE57E8F3010D6DDA37196A1,84BA12F654AD2F92D4CFC9E0FF7BB244,2013-01-01T00:16:00.000+01:00,2013-01-01T00:18:00.000+01:00,120,0.35,-73.978516,40.736794,-73.975571,40.735664,CSH,3.5,0.5,0.5,0.0,0.0,4.5,2.0
1F9E2C27335E24C6A72069A4A550E3D5,F0CB659C0B6D2FABC574090DC60051B3,2013-01-01T00:13:00.000+01:00,2013-01-01T00:18:00.000+01:00,300,1.2,-73.999756,40.727154,-73.995918,40.740971,CSH,6.0,0.5,0.5,0.0,0.0,7.0,2.0
